CGPA,TargetCompany,Skills,SkillMatchPct,PlacementProbability,PlacementStatus
7.5,Amazon,"Databricks, Leadership, Neo4j, Kubernetes, Deep Learning",14.29,31.6,Low Chance
8.2,Microsoft,"Distributed Systems, C#, Cloud, Design Patterns, LLMs, Tableau, TensorFlow, RAG, Data Structures, Apache Spark",42.86,51.2,Medium Chance
8.0,Uber,"Prompt Engineering, Docker, Kafka, Express.js, System Design, Java",42.86,54.8,Medium Chance
6.4,TCS,"DynamoDB, REST APIs, Cypress, Team Collaboration, Databricks, PostgreSQL, Problem Solving, Critical Thinking, Data Modeling, Pandas",40.0,39.7,Low Chance
8.7,TCS,"OpenCV, SQL, Algorithms, Team Collaboration, JavaScript, TensorFlow, Data Structures, Tailwind CSS, Java",80.0,83.1,High Chance
9.1,Nvidia,"C#, PyTorch, Kotlin, PostgreSQL, Fine-Tuning, C++, Pytest, Kubernetes, Deep Learning",42.86,58.5,Medium Chance
8.5,Stripe,"Distributed Systems, TypeScript, Ruby, PostgreSQL, Go, LLMs, API Design, Computer Vision, System Design",100.0,87.0,High Chance
6.9,Uber,"Algorithms, Ruby, Vector Databases, Kafka, Computer Vision, Angular, Redis, Java",57.14,41.1,Low Chance
8.9,Nvidia,"OpenCV, Next.js, Algorithms, PyTorch, CUDA, Computer Vision, JavaScript, Kafka, Airflow, Apache Spark, Power BI, Deep Learning",71.43,78.7,High Chance
5.9,IBM,"Data Structures, Databricks, Express.js, Kotlin, GitHub Actions, Team Collaboration",0.0,16.0,Low Chance
8.3,Nvidia,"Redux, Algorithms, PyTorch, MySQL, Supabase, CUDA, Computer Vision, Problem Solving, Fine-Tuning, Prometheus, Go, C++, Linux, Deep Learning",85.71,48.7,Medium Chance
8.5,Stripe,"Distributed Systems, TypeScript, JWT, Ruby, LangChain, MySQL, PostgreSQL, LLMs, JavaScript, Vue.js, System Design, ETL, Jest",71.43,78.3,High Chance
8.5,Infosys,"Web Development, JavaScript, R, Jenkins, Agile, Power BI",20.0,41.6,Low Chance
6.1,TCS,"Terraform, Leadership, SQL, Next.js, WebSockets",20.0,25.8,Low Chance
5.3,Accenture,"Redis, Grafana, Scikit-Learn, Azure",0.0,7.8,Low Chance
7.9,Nvidia,"Next.js, Communication, Algorithms, PyTorch, Computer Vision, C++, Data Modeling, Jest, Big Data, Deep Learning",71.43,45.1,Medium Chance
7.7,Salesforce,"Docker, Rust",0.0,25.1,Low Chance
8.7,Uber,"Redux, REST APIs, Algorithms, Docker, Go, Kafka, Microservices, Angular, Data Structures, System Design, Apache Spark, Redis, FastAPI, Java",100.0,88.7,High Chance
7.7,Wipro,"SQL, Cypress, Problem Solving, GCP, Java",40.0,55.5,Medium Chance
8.3,Uber,"Azure, PHP, Communication, Algorithms, Rust, Kafka, JavaScript, Microservices, System Design, Cybersecurity, Terraform, Node.js, Redis, Big Data, Power BI",71.43,70.0,Medium Chance
7.7,OpenAI,"Distributed Systems, DynamoDB, NumPy, PyTorch, Critical Thinking, RAG, Scrum, Grafana, Apache Spark, Node.js",28.57,25.2,Low Chance
8.6,Google,"Distributed Systems, Algorithms, LLMs, Go, Data Structures",42.86,50.4,Medium Chance
6.9,Oracle,"Communication, NumPy, Cloud, Data Structures, Pytest, Linux, Java",66.67,42.9,Low Chance
6.5,Nvidia,"Svelte, FastAPI",0.0,10.9,Low Chance
5.2,Stripe,"Neo4j, Agile, Linux, JavaScript, FastAPI, Prometheus",0.0,5.0,Low Chance
9.0,Apple,"ASP.NET, Neo4j, Tableau, React, Critical Thinking, Data Structures, Pytest, ETL, Node.js, Flask",16.67,45.4,Medium Chance
9.0,Accenture,"Machine Learning, SQL, Cloud, Problem Solving, GCP, Python, Agile, Java",100.0,92.9,High Chance
7.1,Netflix,"Azure, Redux, Java, CI/CD, Leadership, Kafka, System Design, Linux, Flask, Prometheus",42.86,32.1,Low Chance
6.0,Stripe,"JavaScript, Kafka, PHP, Docker, Computer Vision",0.0,11.5,Low Chance
5.8,Meta,"OpenCV, Cassandra, Azure",0.0,5.5,Low Chance
8.5,Apple,"Penetration Testing, Problem Solving, Python, Data Structures, Operating Systems, Grafana, Swift, Jest, Pandas, Appium",83.33,76.4,High Chance
5.4,Google,"Machine Learning, Supabase, Python, WebSockets, C++, System Design, R, Flask",57.14,27.3,Low Chance
7.3,Amazon,"SQL, AWS, CI/CD, Fine-Tuning, Airflow, Data Structures, Flask, Java",57.14,43.6,Low Chance
8.7,Wipro,"Distributed Systems, SQL, Communication, Unit Testing, Cloud, Scikit-Learn, Python, JavaScript, R, Grafana, Flask, Java",100.0,89.3,High Chance
7.8,Microsoft,"JWT, Rust, Prisma, Python, Angular, System Design, Appium",14.29,32.5,Low Chance
8.5,Adobe,"GitHub Actions, Algorithms, UI/UX, Java, JavaScript, React, Prometheus",66.67,69.6,Medium Chance
5.7,Uber,"Node.js, AWS, Critical Thinking, CI/CD",0.0,11.9,Low Chance
6.2,Salesforce,"Linux, Elasticsearch, FastAPI, Supabase, SQL",16.67,13.8,Low Chance
7.8,Uber,"OpenCV, Algorithms, Go, Kafka, Microservices, System Design, Redis, Java",100.0,81.8,High Chance
7.5,Microsoft,"Machine Learning, Prompt Engineering, Cloud, Svelte, Express.js, Data Modeling, Spring Boot",14.29,30.6,Low Chance
5.9,IBM,"GitHub Actions, NumPy, Event-Driven Architecture, Cypress, Rust, Data Science, Cloud, Vue.js, Data Structures, Appium",33.33,35.1,Low Chance
8.3,Salesforce,"SQL, REST APIs, Cloud, System Design, Cassandra, Big Data, Java",83.33,76.5,High Chance
7.9,Infosys,"Redux, SQL, Communication, Tableau, Java",60.0,61.6,Medium Chance
6.7,IBM,"Machine Learning, Event-Driven Architecture, Data Science, Team Collaboration, Scikit-Learn, Prometheus, Java",50.0,48.0,Medium Chance
6.7,Microsoft,"C#, Leadership, Jenkins, Power BI, Serverless, Agile",14.29,13.2,Low Chance
8.9,Apple,"Distributed Systems, Azure, Transformers, LangChain, Unit Testing, Cassandra, PostgreSQL, Problem Solving, Computer Vision, TensorFlow, Data Structures, C++, Operating Systems, System Design, Swift",83.33,84.0,High Chance
8.2,Google,"Distributed Systems, Algorithms, Supabase, PostgreSQL, Python, Data Structures, C++, System Design",85.71,49.4,Medium Chance
7.6,Meta,"C#, TypeScript, Next.js, Algorithms, PyTorch, JavaScript, Python, React, Pytest, Grafana, GraphQL",85.71,55.7,Medium Chance
9.0,TCS,"Machine Learning, Transformers, SQL, TypeScript, AWS, Team Collaboration, Hugging Face, Problem Solving, JavaScript, Express.js, Object-Oriented Programming, Django, Big Data, Java",100.0,91.8,High Chance
5.6,Google,"NumPy, Terraform, Team Collaboration, SQL",0.0,8.0,Low Chance
8.3,Stripe,"REST APIs, Next.js, Java, Rust, Kotlin, PostgreSQL, Problem Solving, Deep Learning",14.29,41.3,Low Chance
7.4,Adobe,"Redux, UI/UX, JavaScript, React, Product Management, Prometheus",50.0,41.9,Low Chance
5.7,Stripe,"Django, Critical Thinking, REST APIs, Rust, LLMs",0.0,6.9,Low Chance
8.8,Microsoft,"C#, TypeScript, Azure, LLMs, Terraform",42.86,62.1,Medium Chance
7.9,Amazon,"Ansible, Docker, Fine-Tuning, Vue.js, React, Data Structures",14.29,41.4,Low Chance
5.0,IBM,"Linux, LangChain, Next.js, Agile, Django, Redux",16.67,17.6,Low Chance
8.5,Salesforce,"TypeScript, SQL, REST APIs, OpenCV, JWT, Cloud, Deep Learning, Svelte, Elasticsearch, Tableau, C++, System Design, NLP, Agile, Java",100.0,91.5,High Chance
8.0,Uber,"C#, Snowflake, Algorithms, Supabase, Go, Kafka, Microservices, Data Structures, Cybersecurity, Grafana, Jenkins, Redis, Java",85.71,74.0,High Chance
8.3,Apple,"C#, DynamoDB, Algorithms, CI/CD, LLMs, Computer Vision, Python, Fine-Tuning, Angular, Object-Oriented Programming, Data Structures, Operating Systems, R, Cybersecurity, Swift, Redis",66.67,47.2,Medium Chance
7.3,Apple,"Azure, Hugging Face, Express.js, Data Structures, C++, Operating Systems, Pytest, R",50.0,37.3,Low Chance
6.4,Google,"Scrum, Docker, Prompt Engineering, DynamoDB, NumPy",0.0,14.1,Low Chance
6.4,Amazon,"Event-Driven Architecture, Java, Ruby, Big Data, JavaScript, Azure",14.29,17.7,Low Chance
7.0,Netflix,"Object-Oriented Programming, C#, Serverless, Tableau",0.0,14.8,Low Chance
9.2,Nvidia,"JWT, SQL, Algorithms, PyTorch, CUDA, Computer Vision, Python, C++, Deep Learning",100.0,96.2,High Chance
7.9,Oracle,"Distributed Systems, SQL, Supabase, Kotlin, Svelte, Data Structures, Grafana, Database Design, Java",66.67,69.4,Medium Chance
7.6,Meta,"Transformers, SQL, OAuth, Ruby, PyTorch, ASP.NET, Vue.js, React, Node.js",14.29,29.6,Low Chance
9.6,Adobe,"Azure, ASP.NET, Algorithms, UI/UX, LangChain, Design Patterns, Databricks, Neo4j, Problem Solving, Python, JavaScript, C++, Scrum, Data Structures, Apache Spark, Cassandra",83.33,86.2,High Chance
7.1,Salesforce,"SQL, REST APIs, Leadership, WebSockets, NLP, System Design, Jenkins, Big Data",50.0,43.5,Low Chance
7.2,Microsoft,"Distributed Systems, gRPC, Kafka, TensorFlow, Airflow, C++, Data Modeling, Java",28.57,30.9,Low Chance
7.7,Accenture,"Azure, Machine Learning, SQL, JWT, Rust, Kotlin, Deep Learning, Problem Solving, Computer Vision, GCP, Neo4j, Data Structures, Apache Spark, Agile, Power BI, Java",80.0,78.2,High Chance
8.2,Accenture,"C#, Event-Driven Architecture, Cloud, Swift, Problem Solving, Kafka, Fine-Tuning, Django, Jenkins, Java",60.0,64.1,Medium Chance
7.3,Oracle,"Distributed Systems, SQL, NLP, Product Management, Linux, Database Design, Pandas, Java",66.67,61.3,Medium Chance
9.7,Uber,"PHP, Event-Driven Architecture, Go, System Design, Apache Spark, Vector Databases",28.57,56.0,Medium Chance
7.1,Meta,"DynamoDB, Scikit-Learn, Go, System Design, Product Management, Prometheus",14.29,30.1,Low Chance
6.3,OpenAI,"Flask, Distributed Systems",14.29,11.2,Low Chance
7.8,Uber,"Redux, DynamoDB, SQL, Kafka, Microservices, System Design, Redis, Pandas, Jest, Power BI",57.14,58.3,Medium Chance
8.1,Amazon,"SQL, AWS, Design Patterns, Svelte, Problem Solving, Microservices, Spring Boot, Data Structures, System Design, NLP, R, Cybersecurity, Snowflake, Vector Databases",71.43,74.9,High Chance
9.0,Apple,"Transformers, Supabase, Problem Solving, Python, Data Structures, C++, Product Management, Swift, Agile",83.33,84.2,High Chance
7.4,TCS,"SQL, Event-Driven Architecture, AWS, PyTorch, Problem Solving, Spring Boot, Pandas, Airflow",40.0,47.7,Medium Chance
8.6,Microsoft,"Distributed Systems, Azure, TypeScript, C#, Cloud, JavaScript, Tableau, RAG, C++, System Design, Jenkins, ETL, Node.js",100.0,91.2,High Chance
7.0,Accenture,"Fine-Tuning, Vue.js, Grafana",0.0,28.1,Low Chance
5.6,TCS,"Critical Thinking, Prompt Engineering, Java",20.0,22.1,Low Chance
7.6,Meta,"Machine Learning, Prisma, Elasticsearch, React, Tailwind CSS, System Design, Vector Databases",28.57,36.6,Low Chance
9.7,Nvidia,"Algorithms, PyTorch, Databricks, CUDA, Computer Vision, Python, C++, Deep Learning",100.0,93.6,High Chance
8.4,Accenture,"SQL, Unit Testing, Fine-Tuning, Problem Solving, C++, Cassandra, Agile, Java",80.0,73.9,High Chance
7.2,Microsoft,"TypeScript, Event-Driven Architecture, Kafka, TensorFlow, System Design, ETL",28.57,30.6,Low Chance
10.0,Oracle,"C#, SQL, Supabase, Cloud, Python, GCP, Angular, System Design, Database Design, Linux, Agile",66.67,82.2,High Chance
7.8,Salesforce,"AWS, WebSockets, System Design, Cybersecurity, Power BI, Java",33.33,46.2,Medium Chance
8.5,Amazon,"SQL, AWS, Leadership, GCP, Microservices, Data Structures, System Design, Big Data, Java",100.0,93.4,High Chance
8.0,Nvidia,"OAuth, Prompt Engineering, Algorithms, PyTorch, Microservices, C++, Data Structures, Scrum, Pandas, Deep Learning",57.14,39.6,Low Chance
8.5,OpenAI,"Distributed Systems, Transformers, Algorithms, PyTorch, Docker, Team Collaboration, Supabase, Neo4j, Computer Vision, Python, Spring Boot, Deep Learning",85.71,53.4,Medium Chance
6.1,Oracle,"SQL, Ruby, Cloud, Critical Thinking, RAG, Data Structures, Scrum, FastAPI, Java",66.67,35.3,Low Chance
7.2,Netflix,"Critical Thinking, Machine Learning, Hugging Face, Serverless, Svelte, Product Management",0.0,14.1,Low Chance
5.4,Microsoft,"Redux, REST APIs",0.0,8.8,Low Chance
9.4,Salesforce,"SQL, REST APIs, Cloud, Go, Svelte",50.0,67.9,Medium Chance
5.9,OpenAI,"SQL, NumPy, Cypress, Leadership, Cassandra",0.0,11.0,Low Chance
10.0,Nvidia,"Azure, JWT, NumPy, Algorithms, PyTorch, CUDA, Python, C++, Data Structures, Data Modeling, Pandas, Deep Learning",85.71,91.3,High Chance
8.0,Nvidia,"PyTorch, CUDA, Computer Vision, Python, Neo4j, Critical Thinking, C++, Deep Learning",85.71,50.4,Medium Chance
8.2,Google,"Distributed Systems, Next.js, Communication, Rust, Cypress, MySQL, Python, Data Structures",42.86,35.1,Low Chance
7.8,Google,"Machine Learning, Kafka, Critical Thinking, Data Structures, C++",42.86,36.2,Low Chance
9.3,Microsoft,"Distributed Systems, C#, TypeScript, gRPC, Cloud, Design Patterns, React, C++, System Design, Data Modeling, ETL, Jest",85.71,88.7,High Chance
9.4,Meta,"Distributed Systems, TypeScript, REST APIs, Next.js, Algorithms, Prompt Engineering, DynamoDB, JavaScript, Python, Tableau, React, System Design, Snowflake, GraphQL, Power BI",100.0,96.7,High Chance
8.5,Salesforce,"TypeScript, REST APIs, Algorithms, Cloud, Hugging Face, Penetration Testing, GCP, Critical Thinking, System Design, Cassandra, FastAPI",66.67,72.0,High Chance
6.4,Nvidia,"Redux, Algorithms, PyTorch, CUDA, GCP, Deep Learning",57.14,32.6,Low Chance
8.8,Uber,"Algorithms, Ruby, Go, Kafka, Microservices, Elasticsearch, Object-Oriented Programming, System Design, Redis, Java",100.0,95.9,High Chance
7.6,Uber,"GitHub Actions, Go, Microservices, Elasticsearch, NLP, System Design, Java",57.14,52.3,Medium Chance
7.0,Adobe,"UI/UX, Python, JavaScript, Angular, Snowflake, Big Data",50.0,39.2,Low Chance
7.6,Nvidia,"Transformers, ASP.NET, Algorithms, JavaScript, Object-Oriented Programming, Tailwind CSS, Jenkins",14.29,24.2,Low Chance
7.7,Adobe,"Algorithms, UI/UX, React, Data Structures, C++, Serverless",66.67,64.3,Medium Chance
8.3,Google,"Distributed Systems, Machine Learning, Algorithms, Leadership, Python, Vue.js, Angular, Object-Oriented Programming, Data Structures, System Design, C++, Data Modeling, Appium, Spring Boot, Kubernetes, Deep Learning",100.0,57.9,Medium Chance
7.7,OpenAI,"Distributed Systems, GitHub Actions, Transformers, CI/CD, Python, Spring Boot",42.86,31.7,Low Chance
8.6,Microsoft,"Distributed Systems, Azure, TypeScript, Next.js, JWT, Agile, Docker, Ansible, Cloud, Scikit-Learn, GCP, C++, Data Modeling, Snowflake, Kubernetes",71.43,77.0,High Chance
6.8,Accenture,"C#, Redux, OAuth, Cloud, LLMs, Neo4j, System Design, Agile, Power BI, Deep Learning",40.0,46.3,Medium Chance
8.0,Microsoft,"Azure, TypeScript, C#, CI/CD, Cloud, PostgreSQL, Critical Thinking, RAG, System Design, Django",71.43,65.4,Medium Chance
6.8,Wipro,"SQL, OAuth, Team Collaboration, Databricks, Neo4j, PostgreSQL, Python, Django, FastAPI",40.0,48.4,Medium Chance
7.0,Netflix,"Distributed Systems, AWS, Kafka, Microservices, Tableau",57.14,41.1,Low Chance
7.5,Uber,"Ansible, Transformers, Team Collaboration, Microservices, Pytest, Java",28.57,35.6,Low Chance
9.6,Oracle,"Ansible, JWT, Cloud, Scikit-Learn, C++, R, Database Design, Linux, Vector Databases, Flask, Java",66.67,80.8,High Chance
7.6,Microsoft,"C#, TypeScript, Cloud, C++, Product Management, Airflow",57.14,60.7,Medium Chance
7.8,Microsoft,"Machine Learning, TypeScript, Team Collaboration, Databricks, Cloud, PostgreSQL, GCP, Express.js, Flask",28.57,46.4,Medium Chance
6.0,Salesforce,"AWS, Communication, Azure",0.0,11.3,Low Chance
8.8,Netflix,"Distributed Systems, AWS, Go, Python, Data Structures, System Design, Vector Databases, Java",71.43,76.4,High Chance
8.8,Uber,"Kotlin, Go, Kafka, Microservices, NLP, System Design, Appium, Redis, Java",85.71,78.9,High Chance
9.0,IBM,"Machine Learning, Data Science, Cloud, Python, Linux, Spring Boot, Java",100.0,90.1,High Chance
7.2,IBM,"GitHub Actions, Unit Testing, Supabase, Python, Cybersecurity, Linux",33.33,45.2,Medium Chance
8.5,Adobe,"Redux, Algorithms, Python, JavaScript, React, GraphQL, FastAPI",66.67,72.6,High Chance
7.1,Wipro,"SQL, Communication, Cloud, Svelte, Vue.js, Tableau, Jenkins, Jest",60.0,57.9,Medium Chance
7.8,Nvidia,"GitHub Actions, Redux, PyTorch, Computer Vision, Python, MongoDB, C++, System Design, FastAPI, Deep Learning",71.43,45.2,Medium Chance
9.6,Amazon,"ASP.NET, Redux, Ruby, Cypress, Algorithms, WebSockets, Microservices, Data Modeling, Cassandra, GraphQL",14.29,52.1,Medium Chance
7.1,IBM,"Data Science, Cloud, Kotlin, TensorFlow, Linux",50.0,48.6,Medium Chance
8.5,Accenture,"C#, OAuth, Docker, Neo4j, Problem Solving, LLMs, Angular, R, Cassandra, Flask",20.0,52.5,Medium Chance
7.2,OpenAI,"FastAPI, Django, Tailwind CSS, Machine Learning, gRPC",0.0,15.4,Low Chance
8.2,IBM,"Algorithms, Cloud, Kotlin, Object-Oriented Programming, NLP, Linux, Deep Learning",33.33,53.1,Medium Chance
7.2,Microsoft,"Communication, Ruby, LangChain, Scikit-Learn, Kafka, Angular, C++, Product Management, Terraform, Node.js",14.29,24.3,Low Chance
7.6,Netflix,"Unit Testing, Penetration Testing, Neo4j, Kafka, Python, Microservices, Angular",42.86,49.1,Medium Chance
6.4,OpenAI,"Transformers, gRPC, Scikit-Learn, JavaScript, Python",28.57,27.6,Low Chance
7.6,Meta,"Design Patterns, GitHub Actions, OpenCV, Event-Driven Architecture, Tailwind CSS",0.0,18.0,Low Chance
5.6,Apple,"Redux, Apache Spark, Vue.js, Tableau, Docker, Transformers",0.0,5.0,Low Chance
8.6,Nvidia,"Next.js, Event-Driven Architecture, Algorithms, PyTorch, CUDA, Computer Vision, Python, C++, Deep Learning",100.0,93.5,High Chance
6.3,Meta,"Spring Boot, Appium, Kubernetes, Ansible, Tableau",0.0,11.3,Low Chance
6.1,Apple,"Penetration Testing, Go",0.0,14.0,Low Chance
6.9,Amazon,"Team Collaboration, Databricks, LLMs, Microservices, TensorFlow, RAG, Data Structures, Django, Cassandra",28.57,34.8,Low Chance
8.5,Nvidia,"PyTorch, CUDA, Computer Vision, C++, Jest",57.14,64.1,Medium Chance
9.4,Apple,"Distributed Systems, Machine Learning, Ruby, Design Patterns, PostgreSQL, Problem Solving, Vue.js, React, Data Structures, C++, Pytest, Swift, Appium",66.67,79.3,High Chance
7.7,Wipro,"Machine Learning, Communication, Python, R, Java",60.0,54.6,Medium Chance
7.1,Accenture,"DynamoDB, PHP, Docker, Cloud, Problem Solving, Express.js, Product Management, Cybersecurity, Vector Databases, Flask",40.0,41.9,Low Chance
9.4,IBM,"Machine Learning, Data Science, LLMs, Deep Learning, WebSockets, TensorFlow, NLP, Data Modeling, Linux, ETL, Java",66.67,81.6,High Chance
7.0,Apple,"OpenCV, PHP, Supabase, Problem Solving, Microservices, Data Structures, C++, Operating Systems, Tailwind CSS, Power BI",66.67,41.2,Low Chance
8.7,Infosys,"ASP.NET, SQL, DynamoDB, Kotlin, Python, RAG, NLP",40.0,56.5,Medium Chance
8.9,Meta,"TypeScript, REST APIs, Algorithms, Python, JavaScript, React, System Design, GraphQL",100.0,95.6,High Chance
8.4,Nvidia,"Transformers, PyTorch, Docker, Kotlin, CUDA, Python, System Design, Redis, Deep Learning",57.14,36.3,Low Chance
8.7,Wipro,"SQL, Communication, Prompt Engineering, Rust, MySQL, Cloud, PostgreSQL, Python, MongoDB, Jenkins, Java",100.0,85.6,High Chance
7.5,Adobe,"NumPy, Algorithms, UI/UX, CI/CD, WebSockets, Cassandra",33.33,33.4,Low Chance
8.4,Meta,"OAuth, Algorithms, PostgreSQL, TensorFlow, Linux, Snowflake, Vector Databases",14.29,42.6,Low Chance
7.7,Wipro,"Problem Solving, Airflow, LangChain, ETL, Java",20.0,39.1,Low Chance
9.7,Google,"Distributed Systems, Machine Learning, PHP, Algorithms, Python, Data Structures, System Design, C++",100.0,97.0,High Chance
6.8,Stripe,"Node.js, Go, CI/CD, Data Structures, Power BI, WebSockets",14.29,20.7,Low Chance
6.6,Netflix,"Transformers, Swift, PHP",0.0,19.1,Low Chance
7.0,Uber,"Agile, Algorithms, Unit Testing, Rust, LangChain, Kafka, React, Redis, Kubernetes, Java",57.14,41.7,Low Chance
6.4,Netflix,"Prometheus, C#, Airflow",0.0,16.0,Low Chance
6.7,Accenture,"Cloud, Leadership, Problem Solving, Python, Express.js, Agile",60.0,57.8,Medium Chance
7.7,Oracle,"SQL, Cloud, Penetration Testing, Linux, Snowflake, Java",66.67,66.8,Medium Chance
7.8,Amazon,"C#, OAuth, AWS, Algorithms, Microservices, NLP, Product Management, Jest, Agile, Java",42.86,53.4,Medium Chance
5.8,Salesforce,"PHP, REST APIs, Algorithms, Leadership, LLMs, Angular, NLP, Serverless, Kubernetes, Prometheus",16.67,24.6,Low Chance
8.8,Uber,"Algorithms, Unit Testing, Go, Prometheus, Microservices, Tableau, System Design, Linux, Jenkins, Java",71.43,72.6,High Chance
7.7,Netflix,"Distributed Systems, DynamoDB, Docker, MongoDB, System Design, R, Tailwind CSS, Power BI",28.57,44.6,Low Chance
7.3,Salesforce,"SQL, REST APIs, Algorithms, Java, Appium",50.0,34.3,Low Chance
6.5,Apple,"Scrum, R, OAuth, Go, Product Management",0.0,9.6,Low Chance
5.3,Netflix,"Node.js, Transformers",0.0,10.5,Low Chance
6.8,Stripe,"Distributed Systems, DynamoDB, NumPy, Go, Problem Solving, Python, API Design, Pytest, Product Management",42.86,29.4,Low Chance
8.2,Meta,"Python, System Design, Cybersecurity, Spring Boot, Java",28.57,44.9,Low Chance
8.8,Salesforce,"TypeScript, SQL, REST APIs, Cloud, Kafka, System Design, Terraform, Java",100.0,84.8,High Chance
9.0,IBM,"Machine Learning, Ruby, PyTorch, Data Science, Cloud, Penetration Testing, Go, Problem Solving, Python, Databricks, Tableau, Product Management, Cybersecurity, Linux, GraphQL, Java",100.0,95.1,High Chance
5.8,Nvidia,"Vector Databases, WebSockets, Data Structures, Event-Driven Architecture, Linux, Object-Oriented Programming",0.0,7.1,Low Chance
8.8,Microsoft,"C#, TypeScript, Azure, Machine Learning, Prisma, Cloud, React, System Design",71.43,76.5,High Chance
5.6,Wipro,"DynamoDB, Communication, Cypress, WebSockets, C++, Apache Spark, Node.js",20.0,30.8,Low Chance
8.1,Infosys,"Web Development, MongoDB, Grafana, Big Data, Java",40.0,47.8,Medium Chance
7.5,Infosys,"AWS, Azure, Svelte, Supabase, Scikit-Learn, Kubernetes",0.0,28.6,Low Chance
6.5,Netflix,"LangChain, AWS, Microservices, System Design, Java",57.14,39.1,Low Chance
6.6,Oracle,"Machine Learning, Communication, Cypress, Object-Oriented Programming, Data Structures, Swift, Kubernetes, Java",33.33,29.1,Low Chance
6.5,Amazon,"Angular, REST APIs, LangChain",0.0,15.2,Low Chance
8.6,Stripe,"JWT, Communication, SQL, Ruby, Supabase, Leadership, PostgreSQL, Python, React",28.57,55.4,Medium Chance
7.4,Meta,"Algorithms, Docker, Supabase, PostgreSQL, Express.js, Kubernetes, Node.js, FastAPI",14.29,24.6,Low Chance
6.4,Adobe,"ASP.NET, REST APIs, Rust, CI/CD, Neo4j, React, Angular, Cassandra, Jest",16.67,23.4,Low Chance
7.2,OpenAI,"GitHub Actions, JWT, REST APIs, PyTorch, LLMs, Spring Boot",28.57,28.6,Low Chance
8.2,Meta,"TypeScript, Algorithms, AWS, PyTorch, LLMs, Python, JavaScript, React, System Design, GraphQL, Big Data",100.0,88.9,High Chance
6.9,Meta,"TypeScript, gRPC, Cypress, CI/CD, JavaScript, Python, ETL",42.86,38.6,Low Chance
8.6,OpenAI,"Distributed Systems, Machine Learning, Transformers, Next.js, TypeScript, PyTorch, LLMs, GCP, Python, Critical Thinking, Deep Learning",85.71,56.5,Medium Chance
8.2,Apple,"OpenCV, Python, Vue.js, C++, Operating Systems, Product Management, Swift, Vector Databases, Kubernetes",66.67,42.0,Low Chance
6.8,Accenture,"Machine Learning, Transformers, SQL, Neo4j, Problem Solving, Express.js, Product Management, Agile, Prometheus",60.0,49.2,Medium Chance
7.5,Meta,"DynamoDB, Kafka, GCP, Airflow, System Design, Linux, Django, Vector Databases, Appium",14.29,33.1,Low Chance
7.6,IBM,"Docker, Scikit-Learn, Neo4j, Penetration Testing, Data Modeling, Apache Spark, Java",16.67,38.8,Low Chance
5.2,Accenture,"React, OAuth",0.0,17.1,Low Chance
7.7,TCS,"Ansible, Go, Problem Solving, Vue.js, Jenkins, Deep Learning",20.0,44.3,Low Chance
7.1,OpenAI,"Transformers, PHP, Unit Testing, Computer Vision, Data Structures, Data Modeling, Vector Databases, Pandas",14.29,20.2,Low Chance
8.0,Nvidia,"Algorithms, PyTorch, Ruby, RAG, Scrum, GraphQL, Java",28.57,26.0,Low Chance
9.3,Uber,"Prompt Engineering, Algorithms, Cypress, Hugging Face, Go, Kafka, JavaScript, Microservices, Computer Vision, System Design, Redis, Java",100.0,96.1,High Chance
7.0,OpenAI,"Leadership, LLMs, Fine-Tuning, Python, Kafka, System Design, Terraform, Swift, Big Data, Prometheus",28.57,21.3,Low Chance
7.9,Salesforce,"TypeScript, SQL, Unit Testing, CI/CD, Cloud, System Design, Jenkins, Flask, Airflow",66.67,66.2,Medium Chance
8.3,Salesforce,"TypeScript, SQL, REST APIs, Transformers, PHP, Scikit-Learn, GCP, Spring Boot, System Design, Pytest, Linux, Serverless, Java",83.33,82.0,High Chance
8.5,TCS,"C#, SQL, Vector Databases, JavaScript, Spring Boot, Pandas, Java",60.0,64.0,Medium Chance
6.8,Microsoft,"ASP.NET, OAuth, NumPy, JWT, Cloud, Fine-Tuning, Elasticsearch, Django, Redis, FastAPI",14.29,26.8,Low Chance
7.7,Netflix,"JWT, Next.js, Unit Testing, AWS, Ruby, Fine-Tuning, Python, Microservices, Node.js, Java",57.14,57.8,Medium Chance
7.2,Nvidia,"Ansible, Prompt Engineering, Algorithms, MySQL, Scikit-Learn, Computer Vision, GCP, Elasticsearch, Terraform",28.57,28.2,Low Chance
8.2,Wipro,"SQL, NumPy, Cloud, Penetration Testing, PostgreSQL, Python, Microservices, WebSockets, Data Modeling, Java",80.0,78.4,High Chance
9.3,Adobe,"Algorithms, UI/UX, Kotlin, Problem Solving, Python, JavaScript, React, RAG, C++",100.0,95.5,High Chance
6.9,Oracle,"Ruby, Cloud, Data Structures, Terraform, Database Design, Java",66.67,41.4,Low Chance
7.8,Wipro,"SQL, Communication, OAuth, REST APIs, MySQL, Cloud, Design Patterns, Databricks, Leadership, WebSockets, Terraform, Java",80.0,73.9,High Chance
7.1,OpenAI,"Distributed Systems, Transformers, Ansible, PyTorch, LLMs, PostgreSQL, Python, RAG, System Design, Deep Learning",85.71,50.5,Medium Chance
6.7,Nvidia,"Transformers, Rust, PyTorch, CUDA, Python, Agile, Deep Learning",57.14,36.9,Low Chance
7.2,OpenAI,"GraphQL, Pytest, MongoDB, Neo4j",0.0,10.5,Low Chance
